feature_set	model	roc_auc	pr_auc
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=1,n=800)	0.7083333333333333	0.6596825396825396
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=1,n=1200)	0.7083333333333333	0.6596825396825396
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=1,n=1600)	0.7083333333333333	0.6596825396825396
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=5,n=800)	0.7150000000000001	0.6388888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=5,n=1200)	0.7150000000000001	0.6388888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=5,n=1600)	0.7150000000000001	0.6388888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=10,n=800)	0.7699999999999999	0.6788888888888889
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=10,n=1200)	0.7699999999999999	0.6788888888888889
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=1,g=1,rl=10,n=1600)	0.7699999999999999	0.6788888888888889
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=1,n=800)	0.69	0.615
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=1,n=1200)	0.69	0.615
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=1,n=1600)	0.69	0.615
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=5,n=800)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=5,n=1200)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=5,n=1600)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=10,n=800)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=10,n=1200)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=0,rl=10,n=1600)	0.7033333333333334	0.5955555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=1,n=800)	0.7466666666666666	0.6466666666666667
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=1,n=1200)	0.7466666666666666	0.6466666666666667
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=1,n=1600)	0.7466666666666666	0.6466666666666667
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=5,n=800)	0.7366666666666666	0.6372222222222221
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=5,n=1200)	0.7366666666666666	0.6372222222222221
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=5,n=1600)	0.7366666666666666	0.6372222222222221
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=10,n=800)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=10,n=1200)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=3,g=1,rl=10,n=1600)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=0,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.6,mcw=5,g=1,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=1,n=800)	0.7133333333333333	0.6761904761904762
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=1,n=1200)	0.7133333333333333	0.6761904761904762
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=1,n=1600)	0.7133333333333333	0.6761904761904762
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=5,n=800)	0.7316666666666667	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=5,n=1200)	0.7316666666666667	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=5,n=1600)	0.7316666666666667	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=10,n=800)	0.7383333333333333	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=10,n=1200)	0.7383333333333333	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=0,rl=10,n=1600)	0.7383333333333333	0.6836507936507937
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=1,n=800)	0.7116666666666667	0.651984126984127
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=1,n=1200)	0.7116666666666667	0.651984126984127
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=1,n=1600)	0.7116666666666667	0.651984126984127
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=5,n=800)	0.7116666666666667	0.6177777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=5,n=1200)	0.7116666666666667	0.6177777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=5,n=1600)	0.7116666666666667	0.6177777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=10,n=800)	0.7516666666666666	0.6944444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=10,n=1200)	0.7516666666666666	0.6944444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=1,g=1,rl=10,n=1600)	0.7516666666666666	0.6944444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=1,n=800)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=1,n=1200)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=1,n=1600)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=5,n=800)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=5,n=1200)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=5,n=1600)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=10,n=800)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=10,n=1200)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=0,rl=10,n=1600)	0.7233333333333334	0.6105555555555555
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=1,n=800)	0.7333333333333333	0.595
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=1,n=1200)	0.7333333333333333	0.595
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=1,n=1600)	0.7333333333333333	0.595
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=5,n=800)	0.7566666666666666	0.6522222222222223
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=5,n=1200)	0.7566666666666666	0.6522222222222223
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=5,n=1600)	0.7566666666666666	0.6522222222222223
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=10,n=800)	0.7433333333333333	0.6438888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=10,n=1200)	0.7433333333333333	0.6438888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=3,g=1,rl=10,n=1600)	0.7433333333333333	0.6438888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=0,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=0.8,mcw=5,g=1,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=1,n=800)	0.695	0.6505555555555556
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=1,n=1200)	0.695	0.6505555555555556
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=1,n=1600)	0.695	0.6505555555555556
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=5,n=800)	0.7483333333333333	0.658015873015873
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=5,n=1200)	0.7483333333333333	0.658015873015873
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=5,n=1600)	0.7483333333333333	0.658015873015873
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=10,n=800)	0.7166666666666666	0.6269841269841269
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=10,n=1200)	0.7166666666666666	0.6269841269841269
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=0,rl=10,n=1600)	0.7166666666666666	0.6269841269841269
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=1,n=800)	0.7233333333333334	0.6550396825396826
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=1,n=1200)	0.7233333333333334	0.6550396825396826
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=1,n=1600)	0.7233333333333334	0.6550396825396826
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=5,n=800)	0.7249999999999999	0.611111111111111
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=5,n=1200)	0.7249999999999999	0.611111111111111
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=5,n=1600)	0.7249999999999999	0.611111111111111
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=10,n=800)	0.7316666666666666	0.6444444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=10,n=1200)	0.7316666666666666	0.6444444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=1,g=1,rl=10,n=1600)	0.7316666666666666	0.6444444444444444
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=1,n=800)	0.7816666666666666	0.6983333333333334
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=1,n=1200)	0.7816666666666666	0.6983333333333334
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=1,n=1600)	0.7816666666666666	0.6983333333333334
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=5,n=800)	0.7416666666666666	0.64
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=5,n=1200)	0.7416666666666666	0.64
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=5,n=1600)	0.7416666666666666	0.64
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=10,n=800)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=10,n=1200)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=0,rl=10,n=1600)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=1,n=800)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=1,n=1200)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=1,n=1600)	0.735	0.6427777777777777
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=5,n=800)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=5,n=1200)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=5,n=1600)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=10,n=800)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=10,n=1200)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=3,g=1,rl=10,n=1600)	0.7233333333333334	0.6288888888888888
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=0,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=1,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=1,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=1,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=5,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=5,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=5,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=10,n=800)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=10,n=1200)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=0.8,cs=1.0,mcw=5,g=1,rl=10,n=1600)	0.5	0.4027777777777778
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=1,n=800)	0.6816666666666666	0.6544444444444444
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=1,n=1200)	0.6816666666666666	0.6544444444444444
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=1,n=1600)	0.6816666666666666	0.6544444444444444
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=5,n=800)	0.6783333333333333	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=5,n=1200)	0.6783333333333333	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=5,n=1600)	0.6783333333333333	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=10,n=800)	0.6849999999999999	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=10,n=1200)	0.6849999999999999	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=0,rl=10,n=1600)	0.6849999999999999	0.606111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=1,n=800)	0.7216666666666666	0.671111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=1,n=1200)	0.7216666666666666	0.671111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=1,n=1600)	0.7216666666666666	0.671111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=5,n=800)	0.6783333333333333	0.596111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=5,n=1200)	0.6783333333333333	0.596111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=5,n=1600)	0.6783333333333333	0.596111111111111
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=10,n=800)	0.71	0.6027777777777777
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=10,n=1200)	0.71	0.6027777777777777
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=1,g=1,rl=10,n=1600)	0.71	0.6027777777777777
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=1,n=800)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=1,n=1200)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=1,n=1600)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=5,n=800)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=5,n=1200)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=5,n=1600)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=10,n=800)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=10,n=1200)	0.6283333333333333	0.5205555555555554
omics	xgb_fine(md=3,lr=0.03,ss=1.0,cs=0.6,mcw=3,g=0,rl=10,n=1600)	0.6283333333333333	0.5205555555555554
